epsilon,sigma,Method,AUC_mean,AUC_std,PR-AUC_mean,PR-AUC_std,Accuracy_mean,Accuracy_std,Balanced Accuracy_mean,Balanced Accuracy_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,runs
0.5,9.689610525210778,DP-KER-v2,0.7432163742690058,0.02533088987370569,0.39573203609127006,0.07627481407844834,0.7042944785276073,0.068029036935603,0.6570258980785296,0.02935725768121767,0.4198632326785363,0.032631129678764074,0.35240503728239964,0.07860463486746355,0.5822222222222223,0.14394786436179244,15
1.0,4.844805262605389,DP-KER-v2,0.742673350041771,0.02450613813198107,0.3984673003695906,0.08064993906029047,0.7092024539877301,0.07275566665214032,0.6540100250626568,0.045164872923954276,0.40877449956959117,0.06236605092392194,0.3603182798354929,0.07946484861328461,0.5666666666666667,0.1939835808248462,15
2.0,2.4224026313026945,DP-KER-v2,0.7420551378446115,0.027538899122529804,0.4019236495178704,0.07719923632913217,0.7165644171779141,0.07038568430036467,0.6438930659983292,0.04614407556190741,0.39648959573765163,0.05945885406354367,0.3601347028288187,0.07705299734622675,0.5288888888888889,0.20032073048421226,15
4.0,1.2112013156513473,DP-KER-v2,0.7458312447786131,0.02732678149024875,0.40355963372829523,0.076506675127179,0.7153374233128834,0.07472919817132921,0.6405597326649957,0.03338190526096922,0.3944876638911358,0.04740631586205534,0.36360406818420893,0.08386744791736586,0.5222222222222223,0.18685176008513696,15
8.0,0.6056006578256736,DP-KER-v2,0.7445530492898915,0.029710433147433414,0.3934688635250912,0.06514082810955789,0.7083844580777096,0.06690086455817534,0.6578111946532998,0.047449168614095705,0.4115758145834887,0.05610207040083725,0.36170155033265067,0.08283315205215408,0.5777777777777778,0.1987615979999813,15
