mode,Setting,AUC_mean,AUC_std,PR-AUC_mean,PR-AUC_std,Accuracy_mean,Accuracy_std,Balanced Accuracy_mean,Balanced Accuracy_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,runs
final,embedding only,0.661704260651629,0.02611062162761336,0.33666212931887096,0.048733363563833426,0.8065439672801635,0.01733302257702828,0.5226315789473684,0.02341710650635918,0.10870507649634784,0.08358587459694734,0.444083694083694,0.2791847093123097,0.07333333333333335,0.07423685817106696,15
final,full,0.8075187969924812,0.038161684126623935,0.5552518785881416,0.09841862732267313,0.7411042944785275,0.029736148432382065,0.7380952380952382,0.03590750762380391,0.5112445210557118,0.04308948644419008,0.3931869036189056,0.03854771060088477,0.7333333333333335,0.05837300238472757,15
final,knowledge only,0.6965413533834588,0.04707052944957001,0.41270811316638484,0.07526083882278689,0.665439672801636,0.03800821318769388,0.6323558897243109,0.03398559081489968,0.3899950479481006,0.0375232825844731,0.2957733484923418,0.03440854291530546,0.58,0.07180219742846003,15
final,w/o DP,0.8083040935672516,0.037427184030434026,0.5551640972823846,0.09690248376863,0.7427402862985685,0.025092616196610178,0.737376775271512,0.03230641792166913,0.5109330641241329,0.03852491494830142,0.39395925322099573,0.03381404976512122,0.728888888888889,0.05559998223643028,15
final,w/o KG features,0.8023558897243107,0.04071302896220908,0.5315111392871986,0.10404967049118974,0.7529652351738243,0.030425709469770624,0.7539682539682541,0.04300712607550845,0.5298766502213735,0.04942025946626023,0.40929992846996494,0.0426786635228995,0.7555555555555554,0.07950463919999255,15
final,w/o learned fusion,0.6454469507101085,0.059858709924573074,0.35142880738647075,0.0731338133205082,0.6012269938650306,0.06473289076214485,0.5852631578947367,0.0511563920031289,0.33924875825842726,0.05520915537362685,0.2474981772104578,0.04367814255699678,0.5600000000000002,0.13673440055924588,15
