mode,Task,threshold,Method,AUC_mean,AUC_std,PR-AUC_mean,PR-AUC_std,Accuracy_mean,Accuracy_std,Balanced Accuracy_mean,Balanced Accuracy_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,runs,NegativeType,Recall@5_mean,Recall@5_std,NDCG@5_mean,NDCG@5_std,MRR_mean,MRR_std,Hit@1_mean,Hit@1_std
final,binary,6.5,DP-KER-v2,0.8209585864820163,0.024771079572341426,0.6634099067851853,0.043836755679551004,0.7738241308793457,0.025331472502579982,0.7419844051299684,0.03654259469614063,0.6170378287432559,0.04856738995808767,0.5724333217682509,0.03914759591633456,0.6722895622895622,0.07279198081562999,15,,,,,,,,,
final,binary,7.0,DP-KER-v2,0.8340517961570593,0.03959782013061719,0.5685528986800608,0.08512868966818796,0.8089979550102249,0.045241903669610894,0.7470008354218881,0.04726353388772836,0.5582634033033148,0.07254055949695755,0.49945904287759635,0.08627218671533339,0.6488888888888887,0.09417608933518706,15,,,,,,,,,
final,binary,7.5,DP-KER-v2,0.8472761533102191,0.03112039429589321,0.47267855016786026,0.06939474531993878,0.8306748466257668,0.0418379119919654,0.7494601848507209,0.04253306383799595,0.44842095260957154,0.043174991368362614,0.3567451647428764,0.06041269159497274,0.6466230936819173,0.1316030379608826,15,,,,,,,,,
final,hard_ranking,6.5,DP-KER-v2,,,,,,,,,,,,,,,15,hard,0.5074074074074075,0.056418057391514426,0.3729559747068429,0.0493248223946007,0.37394979104857684,0.05109670737178329,0.23269360269360265,0.05918291684874437
final,hard_ranking,7.0,DP-KER-v2,,,,,,,,,,,,,,,15,hard,0.5644444444444444,0.11640711869963373,0.42474486222848257,0.09293366830639421,0.41972424695283306,0.08004362559506582,0.28444444444444444,0.08765814632584898
final,hard_ranking,7.5,DP-KER-v2,,,,,,,,,,,,,,,15,hard,0.639433551198257,0.13331660082685812,0.5160448624965938,0.12571413070405804,0.5091892932582495,0.11556318664487746,0.3803921568627452,0.13656742447054077
