label,count,raw_score_min,raw_score_max,raw_score_mean,raw_score_median,normalized_score_min,normalized_score_max,normalized_score_mean
0,71,1.0,6.95,5.107183098591549,5.47,0.1,0.6950000000000001,0.5107183098591549
1,23,7.005000000000001,9.0,7.782173913043478,7.65,0.7005000000000001,0.9,0.7782173913043479
