epsilon,sigma,seeds,AUC_mean,AUC_std,Accuracy_mean,Accuracy_std,F1_mean,F1_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Spearman_mean,Spearman_std,Pearson_mean,Pearson_std,Consistency_mean,Consistency_std
0.5,9.689610525210778,3407;42;2026,0.16711415284724052,0.010083887267567709,0.20531400966183577,0.013339807991772056,0.06710149163423426,0.021931943503012592,0.07479434763539895,0.020622587848822656,0.061068702290076333,0.022472673960121748,-0.5289616428530476,0.021450634065118625,-0.5198126706337826,0.029188552907976287,0.45865353731248376,0.0
1.0,4.844805262605389,3407;42;2026,0.1673598315346144,0.010285773392702105,0.20410628019323673,0.011955911759192828,0.06970236251399509,0.021474286456593772,0.07737291947818263,0.020387348976382655,0.06361323155216285,0.02188886836397615,-0.5287549930625043,0.02177374302420042,-0.5195934189403761,0.02910879921179013,0.45865353731248376,0.0
2.0,2.4224026313026945,3407;42;2026,0.16737738001228397,0.010569137945494914,0.20048309178743962,0.013339807991772056,0.06694238734825246,0.01830252211982538,0.07431028775582417,0.017246012344408115,0.061068702290076333,0.018698394983077696,-0.5289648157819761,0.022330264130652193,-0.5193375055300921,0.02891321589850168,0.45865353731248376,0.0
4.0,1.2112013156513473,3407;42;2026,0.16720189523558834,0.01076132403150408,0.1968599033816425,0.01629316130825125,0.06953441295546559,0.012198211034849795,0.07687712466475549,0.01072511060207742,0.06361323155216285,0.012974604360286987,-0.5297061552732617,0.02265929887053241,-0.520712568058197,0.029125208481996234,0.45865353731248376,0.0
8.0,0.6056006578256736,3407;42;2026,0.16548214442397122,0.01019042379842994,0.18599033816425123,0.019697471534178855,0.06361667038127321,0.008471757988895793,0.06986905228982042,0.006711756385238239,0.05852417302798982,0.009520756709348453,-0.5327976115751785,0.02210282062546746,-0.5273546349064966,0.027252701427394454,0.45865353731248376,0.0
